tsne_1,tsne_2,income,sex,race,age,age_group
-15.314821,-14.625172,0,Female,White,38,26-40
8.569677,19.808601,0,Male,White,40,26-40
22.689423,1.5393374,0,Male,White,27,26-40
-28.258741,-5.8049335,0,Female,White,30,26-40
-13.807048,-28.448666,0,Female,White,77,60+
-14.3846855,-47.438515,1,Male,White,36,26-40
-17.684164,-17.061708,0,Male,White,38,26-40
16.645931,14.494962,0,Male,White,44,41-60
-11.927093,-22.544582,0,Female,White,53,41-60
25.932722,16.786669,1,Male,White,29,26-40
-19.954037,1.1477427,0,Female,White,26,26-40
-30.949024,0.87113535,0,Female,Asian-Pac-Islander,23,<=25
-6.360168,-3.0051782,0,Male,White,28,26-40
21.299896,1.2527646,1,Female,White,38,26-40
0.35896328,-4.9783545,0,Male,Black,38,26-40
-10.755438,-21.54177,0,Male,White,50,41-60
35.888474,7.2232757,1,Male,White,40,26-40
-20.905945,-27.707903,0,Male,White,47,41-60
47.21616,8.2864275,1,Male,White,62,60+
-34.99415,12.544985,0,Female,White,20,<=25
-8.399534,-32.8542,1,Male,White,64,60+
-17.933317,-13.605043,0,Male,White,30,26-40
1.2549967,-20.907284,0,Male,Black,35,26-40
-30.996351,16.454645,0,Female,White,21,<=25
-11.948766,-20.800138,0,Female,White,62,60+
-33.191936,15.81343,0,Male,White,18,<=25
13.464705,26.986612,0,Male,White,24,<=25
-35.46172,14.700954,0,Female,White,17,<=25
23.639997,30.856443,0,Male,White,55,41-60
-2.1478288,-6.215538,0,Female,White,41,41-60
11.741551,9.715756,0,Male,White,70,60+
35.487385,13.695301,0,Male,White,40,26-40
-35.017254,1.4026229,0,Female,White,24,<=25
-22.94477,5.709653,1,Male,White,22,<=25
-21.741135,1.1713316,0,Male,White,24,<=25
21.625977,31.492851,0,Male,White,44,41-60
-25.417425,4.8195233,0,Female,White,19,<=25
-3.2589073,17.126486,0,Male,White,30,26-40
14.524941,17.302437,1,Male,White,37,26-40
-31.497496,2.7043414,0,Female,White,24,<=25
-32.241695,2.1852348,0,Male,White,21,<=25
-9.83124,27.792578,0,Female,White,28,26-40
23.602484,31.182775,1,Male,White,59,41-60
19.17991,1.6907938,0,Male,White,33,26-40
28.32334,3.3457093,0,Male,White,31,26-40
-15.830996,-50.12297,1,Male,White,44,41-60
30.603682,-3.6432805,1,Male,White,46,41-60
-11.809792,-26.891254,0,Male,White,54,41-60
-7.330311,-22.724499,0,Female,White,46,41-60
-23.127476,-28.43001,0,Female,White,29,26-40
16.495562,19.019556,1,Male,White,40,26-40
30.147587,-0.23975226,1,Male,White,41,41-60
-18.721962,-18.249264,0,Female,White,41,41-60
-8.442346,-2.6601038,0,Male,White,26,26-40
-5.826329,16.16092,0,Female,White,36,26-40
22.029106,16.997446,1,Male,White,39,26-40
52.594402,2.7758334,1,Male,White,40,26-40
49.605167,-0.24341996,0,Male,White,41,41-60
12.688179,28.502298,1,Female,Black,25,<=25
47.913776,8.989986,1,Male,White,51,41-60
-29.029215,5.278898,0,Female,White,18,<=25
-2.035727,-8.381548,0,Male,White,42,41-60
-19.669094,-2.8684113,0,Female,White,26,26-40
3.2623587,-6.648155,1,Male,White,50,41-60
-31.040752,-7.605748,0,Female,White,33,26-40
21.159761,22.79213,0,Male,White,39,26-40
-9.130548,28.609552,0,Male,Black,51,41-60
28.347599,27.387146,0,Male,White,46,41-60
-30.410084,-8.80056,0,Male,White,34,26-40
14.486807,22.101288,0,Male,White,36,26-40
34.126575,-2.3143227,1,Male,White,52,41-60
30.99707,-5.4987826,0,Male,White,64,60+
17.580317,18.34389,0,Female,White,39,26-40
17.990536,14.649586,1,Male,White,47,41-60
-33.84217,8.771852,0,Female,Black,21,<=25
19.209444,1.6936688,0,Male,White,36,26-40
45.851963,8.392572,1,Male,White,64,60+
21.20074,29.757381,1,Male,White,37,26-40
50.029873,7.8735533,1,Male,White,41,41-60
-14.609989,-50.950928,1,Male,White,45,41-60
25.471079,11.867446,1,Male,White,46,41-60
3.2808335,-8.077837,0,Female,Black,55,41-60
31.645496,7.3572803,1,Male,Asian-Pac-Islander,31,26-40
12.333525,21.848503,0,Male,Black,36,26-40
28.662775,16.54396,1,Female,White,36,26-40
-22.295761,2.4435194,0,Male,White,24,<=25
9.360495,29.461288,0,Male,Black,20,<=25
-5.7780514,-27.777102,0,Female,White,47,41-60
-21.1904,-22.456594,0,Female,White,57,41-60
-17.194637,-10.456904,0,Female,White,31,26-40
22.0988,15.679801,1,Male,White,53,41-60
-13.122663,12.475664,0,Male,White,71,60+
19.984602,29.31867,0,Male,White,29,26-40
18.984419,12.696991,0,Male,White,46,41-60
34.223568,15.2256365,0,Male,White,28,26-40
16.208862,9.011102,0,Male,White,61,60+
-25.654299,11.485926,0,Male,White,19,<=25
19.71187,30.441214,0,Male,White,28,26-40
33.691666,7.011456,0,Male,Black,33,26-40
-23.51748,5.5537877,0,Male,White,24,<=25
32.635258,-5.281776,1,Male,White,44,41-60
1.9494907,-7.482884,0,Female,White,48,41-60
-11.459362,3.9360812,0,Female,White,26,26-40
-20.628944,-15.671778,0,Male,White,30,26-40
21.147308,14.607556,0,Male,White,44,41-60
-35.82557,5.067745,0,Male,White,22,<=25
30.492311,27.991972,0,Female,White,39,26-40
-15.703159,-24.327868,0,Female,White,61,60+
1.2256567,-13.116922,0,Female,White,38,26-40
32.638382,7.5552673,1,Male,White,29,26-40
-8.953722,-33.522884,1,Female,Asian-Pac-Islander,31,26-40
21.981003,17.336016,0,Male,White,41,41-60
-18.503408,-0.042462483,0,Female,White,24,<=25
-33.70569,17.027943,0,Female,White,18,<=25
47.867863,1.7471011,1,Male,White,49,41-60
-25.128977,3.8046298,0,Female,White,22,<=25
28.204472,28.64046,1,Male,White,49,41-60
-26.334993,1.3939874,0,Male,Black,25,<=25
-35.124393,16.67354,0,Female,Black,18,<=25
32.095577,8.660164,0,Male,White,40,26-40
31.55058,4.498038,1,Male,White,35,26-40
1.1747639,-7.471692,1,Male,White,51,41-60
-22.30436,1.6029769,0,Female,White,24,<=25
-23.548658,0.09095239,0,Female,White,24,<=25
-14.537598,-11.2205925,1,Female,White,39,26-40
-0.65001005,-9.079685,0,Female,Black,43,41-60
18.594053,31.377235,0,Male,White,26,26-40
-9.99775,3.0453522,0,Male,White,33,26-40
15.937282,19.81063,0,Male,White,37,26-40
-15.477317,-16.883896,0,Male,White,38,26-40
51.759533,0.131377,1,Male,Amer-Indian-Eskimo,38,26-40
-3.3885798,-7.978201,1,Male,Asian-Pac-Islander,31,26-40
32.483234,-5.9534526,0,Male,Black,59,41-60
-32.92247,17.669361,0,Female,White,21,<=25
35.009285,4.923527,0,Male,White,33,26-40
-7.835612,-9.247356,0,Female,White,40,26-40
-19.40339,-3.085668,0,Female,Asian-Pac-Islander,25,<=25
15.848571,12.255131,0,Male,White,47,41-60
12.42294,28.41654,1,Male,White,25,<=25
-13.286347,-24.404703,0,Female,White,64,60+
-42.296787,14.963309,0,Female,White,19,<=25
-37.203476,3.5237002,0,Male,White,19,<=25
-16.208088,-50.826584,1,Male,White,35,26-40
26.381044,13.262666,1,Male,White,41,41-60
-36.20772,17.443466,0,Female,White,20,<=25
35.60095,12.155241,1,Male,White,38,26-40
12.164433,18.938667,0,Male,White,47,41-60
48.830173,7.9003053,0,Male,White,45,41-60
-23.50867,-26.179163,0,Male,Other,32,26-40
-28.72434,11.170768,0,Female,White,18,<=25
24.496357,29.149132,0,Male,White,39,26-40
-16.302635,-4.8323884,0,Female,Amer-Indian-Eskimo,28,26-40
24.76939,-5.2167907,1,Male,White,51,41-60
23.467764,30.864037,0,Male,Asian-Pac-Islander,52,41-60
-13.521573,-23.709866,0,Female,Black,64,60+
8.541164,19.824093,0,Male,White,35,26-40
2.7750442,-9.938628,0,Female,White,47,41-60
17.972977,11.991397,0,Male,White,48,41-60
-17.410696,-17.021152,0,Female,White,37,26-40
9.943485,27.558508,0,Male,White,24,<=25
-22.721024,-28.810072,0,Female,White,33,26-40
22.08819,15.839129,1,Male,White,46,41-60
-34.7395,16.661938,0,Female,White,18,<=25
27.176365,28.565481,0,Female,Black,57,41-60
9.648897,19.694918,0,Male,White,39,26-40
-20.284836,-0.57575846,0,Female,White,25,<=25
-23.922703,-0.35289466,0,Female,Asian-Pac-Islander,25,<=25
-6.8310547,-10.551146,0,Female,Black,56,41-60
-21.234928,0.2795527,0,Female,White,25,<=25
31.823938,1.921806,1,Male,White,42,41-60
-13.914119,-29.290583,0,Female,White,80,60+
14.187302,23.047617,0,Male,White,36,26-40
15.081003,19.787308,0,Male,White,41,41-60
-24.185919,-17.065937,0,Male,White,37,26-40
-18.614298,-16.359163,0,Female,Black,34,26-40
0.067799725,-19.98611,0,Female,White,29,26-40
9.814616,29.666368,0,Male,White,22,<=25
32.438667,8.492932,1,Male,White,30,26-40
-22.411476,-20.743338,0,Female,White,41,41-60
33.6422,2.1335235,1,Male,White,37,26-40
-33.243183,17.274338,0,Female,White,19,<=25
14.974252,13.480123,0,Female,White,47,41-60
-34.004536,-22.61228,0,Female,White,27,26-40
11.363664,7.998316,0,Male,White,41,41-60
-27.698698,-7.246423,0,Male,White,35,26-40
29.19058,16.459291,1,Female,White,38,26-40
36.97643,15.617511,0,Female,White,70,60+
-1.4081523,-7.4917,0,Male,White,41,41-60
-7.7504745,-7.8654714,0,Male,Black,29,26-40
-18.706863,-20.428421,0,Female,White,33,26-40
-4.6018343,16.128033,0,Female,White,56,41-60
28.776583,-1.317445,1,Male,White,35,26-40
31.975529,-4.799827,1,Male,White,45,41-60
-36.289204,17.417664,0,Male,White,19,<=25
-3.143037,-13.149924,1,Female,White,47,41-60
-35.27113,14.679545,0,Female,White,20,<=25
22.887405,11.930832,0,Female,Asian-Pac-Islander,45,41-60
14.761873,14.937599,1,Female,White,42,41-60
-14.102219,-44.952198,1,Male,White,80,60+
-6.298616,-23.514742,0,Female,Black,47,41-60
-32.315006,17.498997,0,Female,White,20,<=25
-14.145678,-45.538303,1,Male,White,65,60+
-34.746544,4.039767,0,Male,White,23,<=25
-23.548975,4.307648,0,Female,Black,24,<=25
11.359631,22.29174,0,Male,White,30,26-40
-16.834503,-9.507977,0,Male,White,29,26-40
-12.460813,-9.127347,0,Male,White,41,41-60
29.631138,26.893255,1,Female,White,34,26-40
30.249605,0.1357711,1,Male,Amer-Indian-Eskimo,39,26-40
12.231488,26.38352,0,Male,White,26,26-40
48.38492,2.0942929,1,Male,White,48,41-60
-11.009794,-25.099024,0,Female,White,48,41-60
-16.24028,-49.45255,1,Male,White,36,26-40
-19.06306,2.1711743,0,Male,White,25,<=25
-14.799831,-48.520958,1,Male,White,42,41-60
-15.032034,-51.417934,1,Male,White,38,26-40
18.668192,15.35789,0,Male,White,50,41-60
-13.70321,-20.780277,1,Male,White,43,41-60
-35.718155,14.879449,0,Female,White,18,<=25
36.88526,-3.5025985,1,Male,White,49,41-60
32.94305,-6.9596386,0,Male,White,45,41-60
31.504965,-0.9072131,0,Male,Asian-Pac-Islander,39,26-40
-28.58623,9.641169,0,Female,White,19,<=25
27.81,26.713577,0,Female,White,55,41-60
19.710335,-10.321709,1,Male,White,35,26-40
-1.3020343,-24.302841,0,Male,White,63,60+
-27.200254,17.782549,0,Male,White,24,<=25
-7.5035496,-22.47953,0,Female,White,70,60+
-3.1975422,17.116104,0,Male,White,30,26-40
24.69428,29.513523,0,Male,White,48,41-60
-22.567093,3.3781202,0,Male,Amer-Indian-Eskimo,22,<=25
21.190355,-10.602444,1,Female,White,49,41-60
-25.236883,-27.056402,0,Female,White,41,41-60
-17.809256,-11.901534,0,Female,White,37,26-40
31.74783,4.9799786,0,Male,White,36,26-40
0.20218275,-2.118563,0,Male,White,39,26-40
-23.064936,-0.91624147,0,Male,Black,27,26-40
-34.7114,-24.264883,0,Female,Black,47,41-60
-34.28657,8.889197,0,Female,White,22,<=25
47.873753,1.654001,0,Male,White,54,41-60
-10.819612,-26.844044,0,Female,Asian-Pac-Islander,61,60+
-14.177533,-29.89688,0,Female,White,66,60+
34.892323,4.9995093,1,Male,White,35,26-40
-0.054572623,-12.821579,1,Female,White,53,41-60
32.251823,-5.7496,0,Male,White,46,41-60
-18.71995,-15.68306,0,Male,White,29,26-40
48.610733,2.4007401,1,Male,White,46,41-60
36.624336,-8.002386,0,Male,White,48,41-60
-20.676727,-26.349022,0,Female,White,59,41-60
26.218237,16.49515,1,Male,White,36,26-40
-24.542892,-17.965843,0,Male,Black,30,26-40
-24.975348,7.830504,0,Male,Black,22,<=25
20.996828,23.55674,0,Male,White,28,26-40
-32.87203,-1.7285273,0,Male,White,26,26-40
-12.576957,-27.548326,0,Female,White,65,60+
47.989807,1.1558496,1,Female,White,47,41-60
31.381609,2.3837883,1,Male,White,39,26-40
17.950409,12.6378765,0,Male,White,45,41-60
-16.475056,-51.367424,1,Male,White,42,41-60
20.967575,10.365018,1,Male,White,49,41-60
30.139378,4.559128,0,Male,White,33,26-40
-21.370958,-0.12039478,0,Male,Black,27,26-40
-32.816696,22.038748,0,Female,White,19,<=25
-4.315619,-8.119381,0,Female,White,30,26-40
-9.752576,-24.240105,0,Female,White,52,41-60
35.273594,14.776782,1,Male,White,39,26-40
-0.90263784,-22.056871,0,Male,White,46,41-60
33.242523,-4.20103,1,Male,White,45,41-60
18.465654,-8.45566,1,Male,White,31,26-40
-33.239513,15.79383,0,Male,White,18,<=25
-37.853794,4.9911385,0,Male,White,22,<=25
-22.636967,-8.692145,0,Male,White,38,26-40
-15.825468,-14.684314,0,Female,White,33,26-40
1.9921864,-21.42423,0,Male,White,38,26-40
45.926323,9.459519,1,Male,White,48,41-60
14.673481,20.4968,0,Male,White,37,26-40
-8.847893,-33.3696,1,Male,White,59,41-60
-12.231404,-16.37589,1,Male,White,30,26-40
-35.088913,19.15519,0,Male,White,17,<=25
-42.32891,14.450678,0,Female,White,19,<=25
-19.570225,-11.060996,0,Male,White,36,26-40
0.15737918,-10.041442,0,Female,White,51,41-60
-23.21261,-22.96346,0,Male,White,31,26-40
14.294543,24.112656,0,Male,White,33,26-40
13.368763,10.784782,0,Male,White,45,41-60
0.6353859,-9.405262,0,Male,White,59,41-60
-22.805746,-24.98016,0,Male,White,39,26-40
15.739582,12.002784,0,Male,White,51,41-60
-28.43956,17.995745,0,Male,Asian-Pac-Islander,23,<=25
-29.246218,-4.872804,0,Female,Other,37,26-40
-31.508825,18.4824,0,Female,White,20,<=25
-14.084448,-27.499434,0,Female,White,48,41-60
-19.272892,5.9360285,0,Female,White,20,<=25
21.208055,0.8533296,0,Male,White,48,41-60
-5.770561,-2.4685557,0,Male,White,28,26-40
-34.567497,9.130168,0,Male,Asian-Pac-Islander,21,<=25
19.966825,-10.543157,1,Male,White,33,26-40
-11.590049,-12.936538,1,Male,Black,37,26-40
25.428288,11.677164,1,Male,White,52,41-60
-0.512082,-23.50165,0,Male,White,50,41-60
-29.546358,-16.733408,0,Male,White,41,41-60
28.40759,27.32324,0,Male,White,45,41-60
-24.535477,-12.760751,0,Female,Black,28,26-40
-16.408646,-49.93735,1,Male,White,51,41-60
31.776083,-0.25563627,0,Male,White,43,41-60
-33.28309,19.048391,0,Male,White,19,<=25
16.53181,11.600218,1,Male,Black,59,41-60
19.903883,-10.610806,1,Male,White,33,26-40
14.039012,16.987368,1,Male,White,39,26-40
-32.172974,2.1623466,0,Male,White,22,<=25
-0.7470386,-8.284641,0,Female,White,42,41-60
-23.440609,-26.841093,0,Female,White,34,26-40
3.2629519,-22.881248,0,Male,White,42,41-60
-33.82275,-1.2503916,0,Male,Black,27,26-40
-15.969061,11.500898,0,Male,White,19,<=25
43.073444,1.8018986,1,Male,White,51,41-60
-34.366352,-3.2356803,0,Male,Black,26,26-40
-13.018888,-5.3806376,0,Female,Amer-Indian-Eskimo,26,26-40
10.077424,31.462889,0,Male,White,20,<=25
-20.948908,-0.5717238,0,Male,White,27,26-40
34.912567,-2.7673614,0,Male,White,44,41-60
0.42813972,-7.362568,0,Male,White,45,41-60
-35.567738,14.036999,0,Female,White,17,<=25
-23.408827,5.989297,0,Female,Black,21,<=25
31.896587,-3.1280425,0,Male,Asian-Pac-Islander,45,41-60
31.57463,3.7270722,1,Male,White,34,26-40
-20.471083,-27.331333,0,Female,White,47,41-60
-9.970841,-27.579678,0,Male,Asian-Pac-Islander,44,41-60
-15.849907,-14.741456,0,Male,White,32,26-40
-18.771654,-12.384461,0,Male,White,36,26-40
21.777964,8.514066,1,Male,White,68,60+
-24.463764,7.229059,0,Female,White,24,<=25
-4.458163,-3.6141953,0,Female,White,29,26-40
46.35093,6.5557513,0,Male,White,69,60+
3.3112314,-15.281638,0,Female,White,67,60+
